pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
Minilang,True,exact_canonical,minilang,minilang,pldb,,True,False,False,False,False,False,False,
miniMAL,True,exact_canonical,minimal,Minimal,esolang,,False,False,False,True,False,False,False,
Minimal BASIC,False,,,,,,False,False,False,False,False,False,False,
MiniML,True,exact_canonical,miniml,miniml,pldb,,True,False,False,False,False,False,False,
Minion,True,exact_canonical,minion,minion,pldb,,True,False,False,False,False,False,False,
MiniScript,False,,,,,,False,False,False,False,False,False,False,
MiniZinc,True,exact_canonical,minizinc,minizinc,linguist;pldb,.mzn,True,True,False,False,False,False,True,
Minlog,False,,,,,,False,False,False,False,False,False,False,
MinML,False,,,,,,False,False,False,False,False,False,False,
MINOL,False,,,,,,False,False,False,False,False,False,False,
Mint,True,exact_canonical,mint,mint,esolang;linguist;pldb,.mint,True,True,False,True,False,False,False,
MIPS Assembly,False,,,,,,False,False,False,False,False,False,False,
Mira,False,,,,,,False,False,False,False,False,False,False,
Mirah,True,exact_canonical,mirah,mirah,linguist;pldb,.druby .duby .mirah,True,True,False,False,True,True,True,
Miranda,True,exact_canonical,miranda,miranda,pldb,,True,False,False,False,False,False,True,
mIRC,True,exact_canonical,mirc,mirc,pldb,,True,False,False,False,False,False,False,
mIRC Script,True,exact_canonical,mirc-script,mIRC Script,linguist,.mrc,False,True,False,False,True,False,False,
mIRC Scripting Language,False,,,,,,False,False,False,False,False,False,False,
Mirth,True,exact_canonical,mirth,mirth,pldb,,True,False,False,False,False,False,False,
MIT Proto,False,,,,,,False,False,False,False,False,False,False,
MIT Scheme,False,,,,,,False,False,False,False,False,False,False,
Mitrion-C,False,,,,,,False,False,False,False,False,False,False,
Miva Script,False,,,,,,False,False,False,False,False,False,False,
MIX,True,exact_canonical,mix,MIX,esolang,,False,False,False,True,False,False,False,
MIXAL,False,,,,,,False,False,False,False,False,False,False,
Mizar,True,exact_canonical,mizar,mizar,pldb,,True,False,False,False,False,False,False,
mksh,False,,,,,,False,False,False,False,False,False,False,
ML,True,exact_canonical,ml,ml,pldb,,True,False,False,False,False,False,True,
ML/1,False,,,,,,False,False,False,False,False,False,False,
ML/370,False,,,,,,False,False,False,False,False,False,False,
ML/I,False,,,,,,False,False,False,False,False,False,False,
ML5,False,,,,,,False,False,False,False,False,False,False,
Mlatu,True,exact_canonical,mlatu,mlatu,esolang;pldb,,True,False,False,True,False,False,False,
MLIR,True,exact_canonical,mlir,mlir,linguist;pldb,.mlir,True,True,False,False,True,False,False,
MLISP,False,,,,,,False,False,False,False,False,False,False,
mLite,True,exact_canonical,mlite,mlite,pldb,,True,False,False,False,False,False,True,
MLj,False,,,,,,False,False,False,False,False,False,False,
Mlog,False,,,,,,False,False,False,False,False,False,False,
MLton,False,,,,,,False,False,False,False,False,False,False,
MMIX,True,exact_canonical,mmix,mmix,esolang;pldb,,True,False,False,True,False,False,True,
MMIXAL,False,,,,,,False,False,False,False,False,False,False,
MML,False,,,,,,False,False,False,False,False,False,False,
Mobl,True,exact_canonical,mobl,mobl,pldb,,True,False,False,False,False,False,False,
Moby,False,,,,,,False,False,False,False,False,False,False,
Mochi,True,exact_canonical,mochi,mochi,pldb,,True,False,False,False,False,False,False,
Mocklisp,True,exact_canonical,mocklisp,mocklisp,pldb;wikipedia,,True,False,True,False,False,False,False,
Model 204,False,,,,,,False,False,False,False,False,False,False,
Modelica,True,exact_canonical,modelica,modelica,linguist;pldb,.mo,True,True,False,False,True,True,False,
MODSIM,False,,,,,,False,False,False,False,False,False,False,
Modula,True,exact_canonical,modula,modula,pldb,,True,False,False,False,False,False,False,
Modula-1,False,,,,,,False,False,False,False,False,False,False,
Modula-2,True,exact_canonical,modula-2,modula-2,linguist;pldb,.mod,True,True,False,False,True,True,True,
Modula-2+,False,,,,,,False,False,False,False,False,False,False,modula-2
Modula-2R10,False,,,,,,False,False,False,False,False,False,False,
Modula-3,True,exact_canonical,modula-3,Modula-3,linguist,.i3 .ig .m3 .mg,False,True,False,False,True,False,True,
Modus,False,,,,,,False,False,False,False,False,False,False,
Mojo,True,exact_canonical,mojo,mojo,linguist;pldb,.mojo,True,True,False,False,False,True,True,
Moksha,False,,,,,,False,False,False,False,False,False,False,
Mond,True,exact_canonical,mond,mond,pldb,,True,False,False,False,False,False,True,
Mondrian,False,,,,,,False,False,False,False,False,False,False,
Monicelli,False,,,,,,False,False,False,False,False,False,False,
Monkey,True,exact_canonical,monkey,monkey,esolang;linguist;pldb,.monkey .monkey2,True,True,False,True,True,True,True,
Monkey C,True,exact_canonical,monkey-c,Monkey C,linguist,.mc,False,True,False,False,False,True,False,
Monkey X,False,,,,,,False,False,False,False,False,False,False,monkeyx
Monkey2,False,,,,,,False,False,False,False,False,False,False,monkey
MonkeyX,True,exact_canonical,monkeyx,monkeyx,pldb,,True,False,False,False,False,False,False,
Monte,True,exact_canonical,monte,monte,esolang;pldb,,True,False,False,True,False,True,True,
MOO,True,exact_canonical,moo,moo,pldb,,True,False,False,False,False,True,True,
Moocode,True,exact_canonical,moocode,Moocode,linguist,.moo,False,True,False,False,True,True,False,
MoonBit,True,exact_canonical,moonbit,MoonBit,linguist,.mbt,False,True,False,False,False,False,True,
MoonScript,True,exact_canonical,moonscript,MoonScript,esolang;linguist,.moon,False,True,False,True,True,True,True,
Morfa,True,exact_canonical,morfa,morfa,pldb,,True,False,False,False,False,False,True,
Morpho,False,,,,,,False,False,False,False,False,False,False,
Morte,True,exact_canonical,morte,Morte,esolang,,False,False,False,True,False,False,False,
Mortran,True,exact_canonical,mortran,mortran,pldb,,True,False,False,False,False,False,False,
Moscow ML,False,,,,,,False,False,False,False,False,False,False,
Mosel,False,,,,,,False,False,False,False,False,False,False,
Moto,False,,,,,,False,False,False,False,False,False,False,
Motoko,True,exact_canonical,motoko,Motoko,linguist,.mo,False,True,False,False,False,True,False,
Mouse,True,exact_canonical,mouse,mouse,esolang;pldb,,True,False,False,True,False,False,False,
Move,True,exact_canonical,move,move,linguist;pldb,.move,True,True,False,False,False,False,False,
Movitz,False,,,,,,False,False,False,False,False,False,False,
Mozart,False,,,,,,False,False,False,False,False,False,False,
Mozart-Oz,False,,,,,,False,False,False,False,False,False,False,
MPASM,False,,,,,,False,False,False,False,False,False,False,
MPD,False,,,,,,False,False,False,False,False,False,False,
MPL,True,exact_canonical,mpl,mpl,pldb,,True,False,False,False,False,False,False,
MQL,True,exact_canonical,mql,mql,pldb,,True,False,False,False,False,True,False,
MQL4,True,exact_canonical,mql4,MQL4,linguist,.mq4 .mqh,False,True,False,False,True,True,False,
MQL5,True,exact_canonical,mql5,MQL5,linguist,.mq5 .mqh,False,True,False,False,True,True,False,
MR,False,,,,,,False,False,False,False,False,False,False,
MRQL,False,,,,,,False,False,False,False,False,False,False,
mruby,False,,,,,,False,False,False,False,False,False,False,
mSL,True,exact_canonical,msl,msl,pldb,,True,False,False,False,False,False,False,
MSP430 Assembly,False,,,,,,False,False,False,False,False,False,False,
MSWLogo,False,,,,,,False,False,False,False,False,False,False,
MSX Basic,False,,,,,,False,False,False,False,False,False,False,
MSX-BASIC,True,exact_canonical,msx-basic,msx-basic,pldb,,True,False,False,False,False,False,False,
Mu,True,exact_canonical,mu,mu,esolang;pldb,,True,False,False,True,False,False,False,
Muddle,True,exact_canonical,muddle,Muddle,esolang,,False,False,False,True,False,False,False,
MUF,True,exact_canonical,muf,muf,linguist;pldb,.m .muf,True,True,False,False,True,False,True,
muLISP,False,,,,,,False,False,False,False,False,False,False,
muLISP-80,False,,,,,,False,False,False,False,False,False,False,
MultiJava,False,,,,,,False,False,False,False,False,False,False,
MultiLisp,False,,,,,,False,False,False,False,False,False,False,
muMATH,True,exact_canonical,mumath,mumath,pldb,,True,False,False,False,False,False,False,
MUMPS,True,exact_canonical,mumps,mumps,pldb,,True,False,False,False,False,False,False,
Mun,False,,,,,,False,False,False,False,False,False,False,
Muon,True,exact_canonical,muon,muon,pldb,,True,False,False,False,False,False,False,
MuPAD,True,exact_canonical,mupad,mupad,linguist;pldb,.mu,True,True,False,False,True,True,False,
Murex,False,,,,,,False,False,False,False,False,False,False,
Muriel,True,exact_canonical,muriel,Muriel,esolang,,False,False,False,True,False,False,False,
Murmel,False,,,,,,False,False,False,False,False,False,False,
Murphi,False,,,,,,False,False,False,False,False,False,False,
MUSE,True,exact_canonical,muse,Muse,linguist,.muse,False,True,False,False,True,False,False,
MUSHcode,False,,,,,,False,False,False,False,False,False,False,
Music V,False,,,,,,False,False,False,False,False,False,False,
muSIMP,True,exact_canonical,musimp,musimp,pldb,,True,False,False,False,False,False,False,
Mustache,True,exact_canonical,mustache,mustache,linguist;pldb,.mustache,True,True,False,False,False,False,False,
MXML,True,exact_canonical,mxml,mxml,pldb,,True,False,False,False,False,True,False,
MyBASIC,False,,,,,,False,False,False,False,False,False,False,mbasic
MyHDL,False,,,,,,False,False,False,False,False,False,False,
Myr,False,,,,,,False,False,False,False,False,False,False,
Myrddin,True,exact_canonical,myrddin,myrddin,pldb,,True,False,False,False,False,False,True,
Myth,True,exact_canonical,myth,Myth,esolang,,False,False,False,True,False,False,False,
Mythryl,True,exact_canonical,mythryl,mythryl,pldb,,True,False,False,False,False,False,True,
N-Prolog,True,exact_canonical,n-prolog,n-prolog,pldb,,True,False,False,False,False,False,False,
N1QL,False,,,,,,False,False,False,False,False,False,False,
N3,False,,,,,,False,False,False,False,False,False,False,
Nadeshiko,False,,,,,,False,False,False,False,False,False,False,nadesiko
Nadesiko,True,exact_canonical,nadesiko,nadesiko,pldb,,True,False,False,False,False,False,False,
Nanoquery,False,,,,,,False,False,False,False,False,False,False,
Napier,False,,,,,,False,False,False,False,False,False,False,
Napier88,True,exact_canonical,napier88,napier88,pldb,,True,False,False,False,False,False,False,
NARS2000,False,,,,,,False,False,False,False,False,False,False,
Narya,False,,,,,,False,False,False,False,False,False,False,
Nasal,True,exact_canonical,nasal,nasal,esolang;linguist;pldb,.nas,True,True,False,True,False,False,False,
NASL,True,exact_canonical,nasl,NASL,linguist,.inc .nasl,False,True,False,False,True,True,True,
Nasm,True,exact_canonical,nasm,nasm,pldb,,True,False,False,False,False,True,False,
NASTRAN,False,,,,,,False,False,False,False,False,False,False,
NAT,False,,,,,,False,False,False,False,False,False,False,
NATJ,False,,,,,,False,False,False,False,False,False,False,
NATURAL,True,exact_canonical,natural,natural,pldb,,True,False,False,False,False,False,True,
Nawk,True,exact_canonical,nawk,nawk,pldb,,True,False,False,False,False,True,False,
NCAP2,False,,,,,,False,False,False,False,False,False,False,
NCAR Command Language,False,,,,,,False,False,False,False,False,False,False,
NCL,True,exact_canonical,ncl,ncl,linguist;pldb,.ncl,True,True,False,False,True,True,False,
NDDL,False,,,,,,False,False,False,False,False,False,False,
Nearley,True,exact_canonical,nearley,nearley,linguist;pldb,.ne .nearley,True,True,False,False,True,False,False,
Neat,True,exact_canonical,neat,Neat,esolang,,False,False,False,True,False,False,True,
NED,False,,,,,,False,False,False,False,False,False,False,
Neko,True,exact_canonical,neko,neko,pldb,,True,False,False,False,False,False,True,
Nel,False,,,,,,False,False,False,False,False,False,False,
NELIAC,True,exact_canonical,neliac,neliac,pldb,,True,False,False,False,False,False,False,
Nelua,True,exact_canonical,nelua,nelua,pldb,,True,False,False,False,False,False,False,
Nemerle,True,exact_canonical,nemerle,nemerle,linguist;pldb;wikipedia,.n,True,True,True,False,True,True,True,
Neon,True,exact_canonical,neon,NEON,linguist,.neon,False,True,False,False,False,False,False,
nesC,True,exact_canonical,nesc,nesc,linguist;pldb,.nc,True,True,False,False,True,True,False,
Nesl,True,exact_canonical,nesl,nesl,pldb,,True,False,False,False,False,False,True,
NetLogo,True,exact_canonical,netlogo,netlogo,linguist;pldb,.nlogo,True,True,False,False,True,False,True,
NetRexx,True,exact_canonical,netrexx,netrexx,pldb,,True,False,False,False,False,False,True,
Neut,True,exact_canonical,neut,neut,pldb,,True,False,False,False,False,False,False,
Neva,False,,,,,,False,False,False,False,False,False,False,
Never,True,exact_canonical,never,never,pldb,,True,False,False,False,False,False,True,
newLISP,True,exact_canonical,newlisp,newlisp,linguist;pldb,.lisp .lsp .nl,True,True,False,False,True,True,True,
NEWP,True,exact_canonical,newp,newp,pldb,,True,False,False,False,False,False,False,
Newspeak,True,exact_canonical,newspeak,newspeak,pldb,,True,False,False,False,False,True,False,
Newsqueak,True,exact_canonical,newsqueak,newsqueak,pldb,,True,False,False,False,False,False,False,
NewtonScript,True,exact_canonical,newtonscript,newtonscript,pldb,,True,False,False,False,False,False,True,
Nextflow,True,exact_canonical,nextflow,nextflow,linguist;pldb,.nf,True,True,False,False,True,False,False,
NFun,False,,,,,,False,False,False,False,False,False,False,
ngn/k,False,,,,,,False,False,False,False,False,False,False,
NGS,True,exact_canonical,ngs,ngs,pldb,,True,False,False,False,False,False,True,
Nial,True,exact_canonical,nial,nial,pldb,,True,False,False,False,False,False,True,
Nice,True,exact_canonical,nice,nice,esolang;pldb,,True,False,False,True,False,False,True,
Nickel,True,exact_canonical,nickel,Nickel,linguist,.ncl,False,True,False,False,False,True,False,
Nickle,True,exact_canonical,nickle,nickle,pldb,,True,False,False,False,False,False,True,
NIL,True,exact_canonical,nil,nil,esolang;pldb,,True,False,False,True,False,False,False,
Nile,True,exact_canonical,nile,Nile,esolang,,False,False,False,True,False,False,False,
Nim,True,exact_canonical,nim,nim,linguist;pldb,.nim .nim.cfg .nimble .nimrod .nims,True,True,False,False,True,True,True,
Nimble,False,,,,,,False,False,False,False,False,False,False,
Nimrod,True,exact_canonical,nimrod,nimrod,pldb,,True,False,False,False,False,True,False,
NimScript,False,,,,,,False,False,False,False,False,False,False,
Nit,True,exact_canonical,nit,nit,linguist;pldb,.nit,True,True,False,False,True,True,True,
Niue,False,,,,,,False,False,False,False,False,False,False,
Nix,True,exact_canonical,nix,nix,esolang;linguist;pldb,.nix,True,True,False,True,True,True,True,
Nix Expression Language,False,,,,,,False,False,False,False,False,False,False,
nklang,False,,,,,,False,False,False,False,False,False,False,
nMigen,False,,,,,,False,False,False,False,False,False,False,
NMODL,True,exact_canonical,nmodl,NMODL,linguist,.mod,False,True,False,False,False,True,False,
Nock,True,exact_canonical,nock,Nock,esolang,,False,False,False,True,False,False,False,
NODAL,True,exact_canonical,nodal,nodal,pldb,,True,False,False,False,False,False,False,
NoFlo,False,,,,,,False,False,False,False,False,False,False,
Noir,True,exact_canonical,noir,Noir,linguist,.nr,False,True,False,False,False,False,False,
NOMAD,True,exact_canonical,nomad,nomad,esolang;pldb,,True,False,False,True,False,False,False,
Noop,False,,,,,,False,False,False,False,False,False,False,
Not eXactly C,False,,,,,,False,False,False,False,False,False,False,
Not Quite C,False,,,,,,False,False,False,False,False,False,False,
Notation3,True,exact_canonical,notation3,notation3,pldb,,True,False,False,False,False,False,False,
Noulith,True,exact_canonical,noulith,noulith,pldb,,True,False,False,False,False,False,False,
Nova Assembly,False,,,,,,False,False,False,False,False,False,False,
Novah,False,,,,,,False,False,False,False,False,False,False,
Novika,False,,,,,,False,False,False,False,False,False,False,
Noweb,True,exact_canonical,noweb,noweb,pldb,,True,False,False,False,False,False,False,
NPL,True,exact_canonical,npl,npl,pldb,,True,False,False,False,False,False,False,
NQC,True,exact_canonical,nqc,nqc,pldb,,True,False,False,False,False,False,False,
NQL,False,,,,,,False,False,False,False,False,False,False,
NQP,False,,,,,,False,False,False,False,False,False,False,
Nqthm,False,,,,,,False,False,False,False,False,False,False,
Nroff,True,exact_canonical,nroff,nroff,pldb,,True,False,False,False,False,True,False,
NSBasic,False,,,,,,False,False,False,False,False,False,False,ns-basic;sbasic
NScripter,False,,,,,,False,False,False,False,False,False,False,
NSIS,True,exact_canonical,nsis,nsis,linguist;pldb,.nsh .nsi,True,True,False,False,True,True,True,
NTCC,False,,,,,,False,False,False,False,False,False,False,
Nu,True,exact_canonical,nu,nu,esolang;linguist;pldb,.nu,True,True,False,True,True,False,True,
Nu-Prolog,True,exact_canonical,nu-prolog,nu-prolog,pldb,,True,False,False,False,False,False,False,
Numbat,False,,,,,,False,False,False,False,False,False,False,
Nunjucks,True,exact_canonical,nunjucks,Nunjucks,linguist,.njk,False,True,False,False,False,False,False,
Nuprl,True,exact_canonical,nuprl,nuprl,pldb,,True,False,False,False,False,False,False,
Nushell,True,exact_canonical,nushell,nushell,linguist;pldb,.nu,True,True,False,False,False,False,False,
NuSMV,False,,,,,,False,False,False,False,False,False,False,
Nuua,True,exact_canonical,nuua,nuua,pldb,,True,False,False,False,False,False,False,
NVelocity,False,,,,,,False,False,False,False,False,False,False,
NWScript,True,exact_canonical,nwscript,nwscript,linguist;pldb,.nss,True,True,False,False,False,False,False,
NXC,True,exact_canonical,nxc,nxc,pldb,,True,False,False,False,False,False,False,
Nymph,True,exact_canonical,nymph,nymph,pldb,,True,False,False,False,False,False,False,
Nyquist,True,exact_canonical,nyquist,nyquist,pldb,,True,False,False,False,False,False,True,
Nyx,False,,,,,,False,False,False,False,False,False,False,
Oak,True,exact_canonical,oak,oak,esolang;pldb,,True,False,False,True,False,False,False,
Oaklisp,True,exact_canonical,oaklisp,oaklisp,pldb,,True,False,False,False,False,False,False,
OAL,False,,,,,,False,False,False,False,False,False,False,
Oberon,True,exact_canonical,oberon,oberon,linguist;pldb,.ob2,True,True,False,False,False,False,False,
Oberon+,False,,,,,,False,False,False,False,False,False,False,oberon
Oberon-0,False,,,,,,False,False,False,False,False,False,False,
Oberon-07,False,,,,,,False,False,False,False,False,False,False,
Oberon-1,False,,,,,,False,False,False,False,False,False,False,
Oberon-2,True,exact_canonical,oberon-2,oberon-2,pldb,,True,False,False,False,False,False,True,
Oberon-A,False,,,,,,False,False,False,False,False,False,False,
Obix,False,,,,,,False,False,False,False,False,False,False,
OBJ,True,exact_canonical,obj,obj,esolang;pldb,,True,False,False,True,False,False,False,
OBJ2,True,exact_canonical,obj2,obj2,pldb,,True,False,False,False,False,False,False,
OBJ3,False,,,,,,False,False,False,False,False,False,False,
Objeck,False,,,,,,False,False,False,False,False,False,False,
Object Pascal,False,,,,,,False,False,False,False,False,False,False,object-pascal
Object REXX,False,,,,,,False,False,False,False,False,False,False,
Object-Z,True,exact_canonical,object-z,object-z,pldb,,True,False,False,False,False,False,False,
Objective Caml,False,,,,,,False,False,False,False,False,False,False,
Objective-C,True,exact_canonical,objective-c,objective-c,linguist;pldb,.h .m,True,True,False,False,True,True,True,
Objective-C++,True,exact_canonical,objective-c-plus-plus,Objective-C++,linguist,.mm,False,True,False,False,True,True,False,
Objective-J,True,exact_canonical,objective-j,objective-j,linguist;pldb,.j .sj,True,True,False,False,True,True,False,
ObjectLogo,True,exact_canonical,objectlogo,objectlogo,pldb,,True,False,False,False,False,False,False,
ObjectPAL,True,exact_canonical,objectpal,objectpal,pldb,,True,False,False,False,False,False,False,
ObjectREXX,False,,,,,,False,False,False,False,False,False,False,object-rexx
ObjectScript,True,exact_canonical,objectscript,objectscript,linguist;pldb,.cls,True,True,False,False,True,True,False,
ObjVlisp,True,exact_canonical,objvlisp,objvlisp,pldb,,True,False,False,False,False,False,False,
Oblig,False,,,,,,False,False,False,False,False,False,False,
Obliq,True,exact_canonical,obliq,obliq,pldb,,True,False,False,False,False,False,False,
Oblivion Script,False,,,,,,False,False,False,False,False,False,False,
Oblix,False,,,,,,False,False,False,False,False,False,False,
Oblog,False,,,,,,False,False,False,False,False,False,False,
Oblong,False,,,,,,False,False,False,False,False,False,False,
Obsidian,True,exact_canonical,obsidian,obsidian,pldb,,True,False,False,False,False,False,False,
OCaml,True,exact_canonical,ocaml,ocaml,linguist;pldb,.eliom .eliomi .ml .ml4 .mli .mll .mly,True,True,False,False,True,True,True,
Occam,True,exact_canonical,occam,occam,pldb,,True,False,False,False,False,False,True,
occam-2,True,exact_canonical,occam-2,occam-2,pldb,,True,False,False,False,False,False,False,
Occam-pi,True,exact_canonical,occam-pi,occam-pi,pldb,,True,False,False,False,False,False,False,
OCL,True,exact_canonical,ocl,ocl,pldb,,True,False,False,False,False,False,False,
Octave,True,exact_canonical,octave,octave,pldb,,True,False,False,False,False,True,False,
Oden,True,exact_canonical,oden,oden,pldb,,True,False,False,False,False,False,False,
Odin,True,exact_canonical,odin,odin,linguist;pldb,.odin,True,True,False,False,True,True,True,
Oeuf,False,,,,,,False,False,False,False,False,False,False,
OFlux,False,,,,,,False,False,False,False,False,False,False,
Oforth,True,exact_canonical,oforth,oforth,pldb,,True,False,False,False,False,False,True,
Ohm,True,exact_canonical,ohm,ohm,pldb,,True,False,False,False,False,False,False,
Oil,True,exact_canonical,oil,oil,esolang;pldb,,True,False,False,True,False,False,False,
Oil Shell,False,,,,,,False,False,False,False,False,False,False,
oK,True,exact_canonical,ok,ok,pldb,,True,False,False,False,False,False,False,
Ol,False,,,,,,False,False,False,False,False,False,False,
Omega,True,exact_canonical,omega,omega,pldb,,True,False,False,False,False,False,True,
OMeta,True,exact_canonical,ometa,ometa,pldb,,True,False,False,False,False,False,False,
Omgrofl,True,exact_canonical,omgrofl,omgrofl,esolang;linguist;pldb,.omgrofl,True,True,False,True,True,False,False,
OmniMark,True,exact_canonical,omnimark,omnimark,pldb,,True,False,False,False,False,False,True,
OMNITAB,True,exact_canonical,omnitab,omnitab,pldb,,True,False,False,False,False,False,False,
Onyx,True,exact_canonical,onyx,onyx,pldb,,True,False,False,False,False,False,True,
ooc,True,exact_canonical,ooc,ooc,linguist;pldb,.ooc,True,True,False,False,True,True,True,
Ook!,True,normalized_canonical,ook,ook,esolang;pldb,,True,False,False,True,False,False,False,
ooRexx,False,,,,,,False,False,False,False,False,False,False,
OOT,False,,,,,,False,False,False,False,False,False,False,
Opa,True,exact_canonical,opa,opa,linguist;pldb,.opa,True,True,False,False,True,True,True,
Opal,True,exact_canonical,opal,opal,esolang;linguist;pldb,.opal,True,True,False,True,True,False,False,
Open Dylan,False,,,,,,False,False,False,False,False,False,False,
Open Object Rexx,False,,,,,,False,False,False,False,False,False,False,
Open Shading Language,False,,,,,,False,False,False,False,False,False,False,
OpenABL,False,,,,,,False,False,False,False,False,False,False,
OpenACC,False,,,,,,False,False,False,False,False,False,False,
OpenAxiom,False,,,,,,False,False,False,False,False,False,False,
OpenCilk,False,,,,,,False,False,False,False,False,False,False,
OpenCL,True,exact_canonical,opencl,opencl,linguist;pldb,.cl .opencl,True,True,False,False,True,True,False,
OpenCL C,False,,,,,,False,False,False,False,False,False,False,
OpenCOBOL,False,,,,,,False,False,False,False,False,False,False,
OpenEdge ABL,True,exact_canonical,openedge-abl,OpenEdge ABL,linguist,.cls .p .w,False,True,False,False,True,True,False,
OpenGL Shading Language,False,,,,,,False,False,False,False,False,False,False,
OpenLaszlo,False,,,,,,False,False,False,False,False,False,False,
OpenLisp,True,exact_canonical,openlisp,openlisp,pldb,,True,False,False,False,False,False,True,
OpenQASM,True,exact_canonical,openqasm,OpenQASM,linguist;wikipedia,.qasm,False,True,True,False,True,False,False,
OpenRISC Assembly,False,,,,,,False,False,False,False,False,False,False,
OpenROAD,True,exact_canonical,openroad,openroad,pldb,,True,False,False,False,False,False,False,
OpenSCAD,True,exact_canonical,openscad,openscad,linguist;pldb,.scad,True,True,False,False,True,True,True,
OpenScript,False,,,,,,False,False,False,False,False,False,False,
OpenVera,True,exact_canonical,openvera,openvera,pldb,,True,False,False,False,False,False,False,
OPL,True,exact_canonical,opl,opl,pldb,,True,False,False,False,False,False,True,
OPS5,True,exact_canonical,ops5,ops5,pldb,,True,False,False,False,False,False,False,
OpShin,False,,,,,,False,False,False,False,False,False,False,
OptimJ,True,exact_canonical,optimj,optimj,pldb,,True,False,False,False,False,False,False,
OQL,False,,,,,,False,False,False,False,False,False,False,
Orc,False,,,,,,False,False,False,False,False,False,False,
Orca,True,exact_canonical,orca,orca,esolang;pldb,,True,False,False,True,False,False,False,
ORCA/C,False,,,,,,False,False,False,False,False,False,False,
ORCA/M,False,,,,,,False,False,False,False,False,False,False,
ORCA/Pascal,False,,,,,,False,False,False,False,False,False,False,
Oric BASIC,False,,,,,,False,False,False,False,False,False,False,
Oriel,False,,,,,,False,False,False,False,False,False,False,
Origin C,False,,,,,,False,False,False,False,False,False,False,
Orwell,False,,,,,,False,False,False,False,False,False,False,
Ott,False,,,,,,False,False,False,False,False,False,False,
Otus Lisp,False,,,,,,False,False,False,False,False,False,False,
OVAL,False,,,,,,False,False,False,False,False,False,False,
Overlog,False,,,,,,False,False,False,False,False,False,False,
Overtone,False,,,,,,False,False,False,False,False,False,False,
Ovid,False,,,,,,False,False,False,False,False,False,False,
OWL,True,exact_canonical,owl,owl,esolang;pldb,,True,False,False,True,False,False,False,
Owl Lisp,False,,,,,,False,False,False,False,False,False,False,
OwlLisp,False,,,,,,False,False,False,False,False,False,False,
Ox,True,exact_canonical,ox,ox,linguist;pldb,.ox .oxh .oxo,True,True,False,False,True,False,False,
Oxygen Basic,False,,,,,,False,False,False,False,False,False,False,
OxygenBasic,False,,,,,,False,False,False,False,False,False,False,
Oxygene,True,exact_canonical,oxygene,oxygene,linguist;pldb,.oxygene,True,True,False,False,True,False,True,
Oxymoron,False,,,,,,False,False,False,False,False,False,False,
Oya,True,exact_canonical,oya,Oya,esolang,,False,False,False,True,False,False,False,
Oyster,False,,,,,,False,False,False,False,False,False,False,
Oz,True,exact_canonical,oz,oz,esolang;linguist;pldb,.oz,True,True,False,True,True,False,True,
P,True,exact_canonical,p,p,esolang;pldb,,True,False,False,True,False,False,False,
P#,False,,,,,,False,False,False,False,False,False,False,
P4,True,exact_canonical,p4,p4,linguist;pldb,.p4,True,True,False,False,True,False,False,
PA-RISC Assembly,False,,,,,,False,False,False,False,False,False,False,
PacketC,False,,,,,,False,False,False,False,False,False,False,
Pact,True,exact_canonical,pact,pact,linguist;pldb,.pact,True,True,False,False,False,False,False,
PACT I,False,,,,,,False,False,False,False,False,False,False,
Paintfuck,True,exact_canonical,paintfuck,Paintfuck,esolang,,False,False,False,True,False,False,False,
PAL,False,,,,,,False,False,False,False,False,False,False,
PALASM,True,exact_canonical,palasm,palasm,pldb,,True,False,False,False,False,False,False,
Pallene,False,,,,,,False,False,False,False,False,False,False,
Palo Alto Tiny BASIC,False,,,,,,False,False,False,False,False,False,False,
Pan,True,exact_canonical,pan,pan,linguist;pldb,.pan,True,True,False,False,True,True,False,
Panda,False,,,,,,False,False,False,False,False,False,False,
Panini,False,,,,,,False,False,False,False,False,False,False,
Panorama,False,,,,,,False,False,False,False,False,False,False,
Papyrus,True,exact_canonical,papyrus,papyrus,linguist;pldb,.psc,True,True,False,False,True,True,False,
Paradoc,False,,,,,,False,False,False,False,False,False,False,
Parallaxis,False,,,,,,False,False,False,False,False,False,False,
ParaSail,True,exact_canonical,parasail,parasail,pldb,,True,False,False,False,False,True,False,
Parenscript,True,exact_canonical,parenscript,parenscript,pldb,,True,False,False,False,False,False,False,
PARI/GP,False,,,,,,False,False,False,False,False,False,False,
Parlog,True,exact_canonical,parlog,parlog,pldb,,True,False,False,False,False,False,False,
Parrot,True,exact_canonical,parrot,Parrot,esolang;linguist,.parrot,False,True,False,True,True,False,False,
PartiQL,True,exact_canonical,partiql,partiql,pldb,,True,False,False,False,False,False,False,
Pascal,True,exact_canonical,pascal,pascal,linguist;pldb,.dfm .dpr .inc .lpr .pas .pascal .pp,True,True,False,False,True,True,True,
Pascal-FC,True,exact_canonical,pascal-fc,pascal-fc,pldb,,True,False,False,False,False,False,False,
PASCAL-S,True,exact_canonical,pascal-s,pascal-s,pldb,,True,False,False,False,False,False,False,
Pascal-SC,True,exact_canonical,pascal-sc,pascal-sc,pldb,,True,False,False,False,False,False,False,
