language,title,origin_url,origin_domain,origin_candidate,origin_mapping_note,manifest_path,code_path,program_folder,code_sha256_manifest,code_sha1,code_sha1_git,content_swhid_builtin,content_swhid_candidate,content_swhid_found,content_swhid_source,content_swhid_note,content_state,content_http_status,content_error,origin_state,origin_http_status,origin_error,visit_state,visit_http_status,visit_error,snapshot_swhid,coverage_bucket,added_at
Linda,Producer-Consumer Example,https://en.wikipedia.org/wiki/Linda_(coordination_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Linda/programs/78c0e62880245c3aec3e94f1c82f98b1a37a0494fdb8680921d859103f0fff83/manifest.json,languages/Linda/programs/78c0e62880245c3aec3e94f1c82f98b1a37a0494fdb8680921d859103f0fff83/code.c,languages/Linda/programs/78c0e62880245c3aec3e94f1c82f98b1a37a0494fdb8680921d859103f0fff83,78c0e62880245c3aec3e94f1c82f98b1a37a0494fdb8680921d859103f0fff83,25fcaaf035054a27c017c15af6b033b847a4aa85,a67438a535c1c540f739b977fc203cc7f9a82a74,swh:1:cnt:a67438a535c1c540f739b977fc203cc7f9a82a74,swh:1:cnt:a67438a535c1c540f739b977fc203cc7f9a82a74,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T14:22:52Z
Linden Scripting Language,Simple LSL Door Script,https://wiki.secondlife.com/wiki/Simple_Door,wiki.secondlife.com,,non-VCS URL skipped under --origin-scope=vcs,languages/Linden Scripting Language/programs/81a4949cbaa1425fe5961e2dbefa64571236d90c727a79f5529831c6997c383d/manifest.json,languages/Linden Scripting Language/programs/81a4949cbaa1425fe5961e2dbefa64571236d90c727a79f5529831c6997c383d/code.lsl,languages/Linden Scripting Language/programs/81a4949cbaa1425fe5961e2dbefa64571236d90c727a79f5529831c6997c383d,81a4949cbaa1425fe5961e2dbefa64571236d90c727a79f5529831c6997c383d,622055676cca54086e64f9a94af2c3cc4e79bea3,e335be7e88737f18d26cf8c51b8d8edfd1103550,swh:1:cnt:e335be7e88737f18d26cf8c51b8d8edfd1103550,swh:1:cnt:e335be7e88737f18d26cf8c51b8d8edfd1103550,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-28T06:42:12Z
Lingo,Simon Says Game,http://www.cs.washington.edu/education/courses/cse120/00sp/lingo/example3.html,www.cs.washington.edu,,non-VCS URL skipped under --origin-scope=vcs,languages/Lingo/programs/5525daea892cb939842e4e29a5ceaa2676ca73a586db591fd8390b13ad76631d/manifest.json,languages/Lingo/programs/5525daea892cb939842e4e29a5ceaa2676ca73a586db591fd8390b13ad76631d/code.ls,languages/Lingo/programs/5525daea892cb939842e4e29a5ceaa2676ca73a586db591fd8390b13ad76631d,5525daea892cb939842e4e29a5ceaa2676ca73a586db591fd8390b13ad76631d,bae7cf1987e326c3fc04402b1c13e0248629d6b3,67588f78f3117d037a3c37166065c616872feed1,swh:1:cnt:67588f78f3117d037a3c37166065c616872feed1,swh:1:cnt:67588f78f3117d037a3c37166065c616872feed1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-28T10:34:59Z
Lingua Franca,Hello World Timer,https://www.lf-lang.org/docs/handbook/a-first-reactor,www.lf-lang.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Lingua Franca/programs/1ee51e506209503b3afb2115323ba9824b123e592ca1fa0731c413784fdf1e88/manifest.json,languages/Lingua Franca/programs/1ee51e506209503b3afb2115323ba9824b123e592ca1fa0731c413784fdf1e88/code.lf,languages/Lingua Franca/programs/1ee51e506209503b3afb2115323ba9824b123e592ca1fa0731c413784fdf1e88,1ee51e506209503b3afb2115323ba9824b123e592ca1fa0731c413784fdf1e88,569cdb0ad56ce1964ddb96af188302475118cb84,92bfa8ab343db1e08281552f5fe813a2afcf29c1,swh:1:cnt:92bfa8ab343db1e08281552f5fe813a2afcf29c1,swh:1:cnt:92bfa8ab343db1e08281552f5fe813a2afcf29c1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-16T14:34:25.354714Z
Links,Simple Hello World Web Page,http://www.links-lang.org/tutorial.html,www.links-lang.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Links/programs/10d9895aa5488f7145b8d34bc72b050fcadd5b7e559057e3c2c4ae51ac14b32c/manifest.json,languages/Links/programs/10d9895aa5488f7145b8d34bc72b050fcadd5b7e559057e3c2c4ae51ac14b32c/code.links,languages/Links/programs/10d9895aa5488f7145b8d34bc72b050fcadd5b7e559057e3c2c4ae51ac14b32c,10d9895aa5488f7145b8d34bc72b050fcadd5b7e559057e3c2c4ae51ac14b32c,86450244c28a211069a979a7b692fb0b268287d1,6bdbc71b10eabff34dbd49fb089bc879c3351448,swh:1:cnt:6bdbc71b10eabff34dbd49fb089bc879c3351448,swh:1:cnt:6bdbc71b10eabff34dbd49fb089bc879c3351448,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-11-05T12:15:06Z
Linoleum,Hello World,https://linoleum.sourceforge.net/,linoleum.sourceforge.net,,non-VCS URL skipped under --origin-scope=vcs,languages/Linoleum/programs/3c94889be5a777224a0a48a567337a2890d11d86c516526b392f9d15e604ae31/manifest.json,languages/Linoleum/programs/3c94889be5a777224a0a48a567337a2890d11d86c516526b392f9d15e604ae31/code.txt,languages/Linoleum/programs/3c94889be5a777224a0a48a567337a2890d11d86c516526b392f9d15e604ae31,3c94889be5a777224a0a48a567337a2890d11d86c516526b392f9d15e604ae31,cee36646cc4f10b42bc96c7acc7f9fe80e6942c2,8a0c7ca31d70e5a30fe5dd92700d8084d5b259fe,swh:1:cnt:8a0c7ca31d70e5a30fe5dd92700d8084d5b259fe,swh:1:cnt:8a0c7ca31d70e5a30fe5dd92700d8084d5b259fe,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-08T14:30:00Z
Linotte,Hello World with Loop and Conditional,https://rosettacode.org/wiki/Hello_world/Text#Linotte,rosettacode.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Linotte/programs/0648d9be583ee1dafb53f1ec88b2de09f8059a100caeb37d045352414039e65c/manifest.json,languages/Linotte/programs/0648d9be583ee1dafb53f1ec88b2de09f8059a100caeb37d045352414039e65c/code.liv,languages/Linotte/programs/0648d9be583ee1dafb53f1ec88b2de09f8059a100caeb37d045352414039e65c,0648d9be583ee1dafb53f1ec88b2de09f8059a100caeb37d045352414039e65c,f28b55fd08dd4b92c806681947fcc36793b50142,9994c4a51b34440c782140ce0634c0b9abca7bfd,swh:1:cnt:9994c4a51b34440c782140ce0634c0b9abca7bfd,swh:1:cnt:9994c4a51b34440c782140ce0634c0b9abca7bfd,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T15:29:57Z
Liquid,Product Listing Template,https://shopify.github.io/liquid/,shopify.github.io,,non-VCS URL skipped under --origin-scope=vcs,languages/Liquid/programs/0d371254c0909d46d9884ad817acb3a86ade3cf6ed2e0ab190c28fd87e0c0e29/manifest.json,languages/Liquid/programs/0d371254c0909d46d9884ad817acb3a86ade3cf6ed2e0ab190c28fd87e0c0e29/code.liquid,languages/Liquid/programs/0d371254c0909d46d9884ad817acb3a86ade3cf6ed2e0ab190c28fd87e0c0e29,0d371254c0909d46d9884ad817acb3a86ade3cf6ed2e0ab190c28fd87e0c0e29,1416264136129524b6d15bf82ada39e9f803cd36,6b0f98e930669673f51e6825be9e28e83bbd02ee,swh:1:cnt:6b0f98e930669673f51e6825be9e28e83bbd02ee,swh:1:cnt:6b0f98e930669673f51e6825be9e28e83bbd02ee,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T16:29:15Z
Liquidity,Simple Token Contract,https://www.liquidity-lang.org/doc/reference/liquidity.html,www.liquidity-lang.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Liquidity/programs/5e9fdc2e5ac8479217e105beac2a99545fe09f24adf648c5721bd89551207fed/manifest.json,languages/Liquidity/programs/5e9fdc2e5ac8479217e105beac2a99545fe09f24adf648c5721bd89551207fed/code.liq,languages/Liquidity/programs/5e9fdc2e5ac8479217e105beac2a99545fe09f24adf648c5721bd89551207fed,5e9fdc2e5ac8479217e105beac2a99545fe09f24adf648c5721bd89551207fed,bb0b451a5ad7603b66e8ee752bd2982ff6574b16,72b7dd44a1121e58af5db9cc1cbeb91713eaa9d0,swh:1:cnt:72b7dd44a1121e58af5db9cc1cbeb91713eaa9d0,swh:1:cnt:72b7dd44a1121e58af5db9cc1cbeb91713eaa9d0,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-11T14:19:40Z
Liquidsoap,Hello World,https://www.liquidsoap.info/doc-2.2.5/quick_start.html,www.liquidsoap.info,,non-VCS URL skipped under --origin-scope=vcs,languages/Liquidsoap/programs/9befcb9cae34a19819fc56dab9d00d073275c2c766362523560f26cb69a03d80/manifest.json,languages/Liquidsoap/programs/9befcb9cae34a19819fc56dab9d00d073275c2c766362523560f26cb69a03d80/code.liq,languages/Liquidsoap/programs/9befcb9cae34a19819fc56dab9d00d073275c2c766362523560f26cb69a03d80,9befcb9cae34a19819fc56dab9d00d073275c2c766362523560f26cb69a03d80,321051b9aab48289489fe2f1ada1cac9112de07d,b746564d52d32ff13e5c1f45a2e86780d355aede,swh:1:cnt:b746564d52d32ff13e5c1f45a2e86780d355aede,swh:1:cnt:b746564d52d32ff13e5c1f45a2e86780d355aede,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-16T17:45:48Z
Lisaac,Hello World,https://en.wikipedia.org/wiki/Lisaac,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Lisaac/programs/3e997bd90e0f372443e767fd0db7e0e82c3a486d0b6c175c5ece6e1749945e25/manifest.json,languages/Lisaac/programs/3e997bd90e0f372443e767fd0db7e0e82c3a486d0b6c175c5ece6e1749945e25/code.li,languages/Lisaac/programs/3e997bd90e0f372443e767fd0db7e0e82c3a486d0b6c175c5ece6e1749945e25,3e997bd90e0f372443e767fd0db7e0e82c3a486d0b6c175c5ece6e1749945e25,710253bceef4d5a64258cb356f4e259d6532e5ed,46ba4cd5c2c5992e9cacde2f9cff2334d143f270,swh:1:cnt:46ba4cd5c2c5992e9cacde2f9cff2334d143f270,swh:1:cnt:46ba4cd5c2c5992e9cacde2f9cff2334d143f270,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-05T21:59:26Z
Lisp,Factorial with Recursion,https://www.cs.cmu.edu/Groups/AI/html/cltl/clm/node64.html,www.cs.cmu.edu,,non-VCS URL skipped under --origin-scope=vcs,languages/Lisp/programs/d26a9a60ff1cbf4d241c044ce5957095adf62dad257364479bcec12ea1601b27/manifest.json,languages/Lisp/programs/d26a9a60ff1cbf4d241c044ce5957095adf62dad257364479bcec12ea1601b27/code.lisp,languages/Lisp/programs/d26a9a60ff1cbf4d241c044ce5957095adf62dad257364479bcec12ea1601b27,d26a9a60ff1cbf4d241c044ce5957095adf62dad257364479bcec12ea1601b27,8d50c193fb025a7600968b0bdd887ded4a446bbd,10379700bf9bad23cdbda5d2be4c2cda46242fea,swh:1:cnt:10379700bf9bad23cdbda5d2be4c2cda46242fea,swh:1:cnt:10379700bf9bad23cdbda5d2be4c2cda46242fea,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-07T11:07:14Z
Lisp Machine Lisp,Factorial and Fibonacci,https://en.wikipedia.org/wiki/Lisp_Machine_Lisp,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Lisp Machine Lisp/programs/dcaf58e6bbf36125886b316175e7e91e431b137c316706e336a8dda81a489511/manifest.json,languages/Lisp Machine Lisp/programs/dcaf58e6bbf36125886b316175e7e91e431b137c316706e336a8dda81a489511/code.lisp,languages/Lisp Machine Lisp/programs/dcaf58e6bbf36125886b316175e7e91e431b137c316706e336a8dda81a489511,dcaf58e6bbf36125886b316175e7e91e431b137c316706e336a8dda81a489511,9efc5a9295ec0e0c1299a0dab91b8b46e6498841,4d66914d8974318842952fa0bf3667610584aac1,swh:1:cnt:4d66914d8974318842952fa0bf3667610584aac1,swh:1:cnt:4d66914d8974318842952fa0bf3667610584aac1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-11T00:00:00Z
LispWorks,Fibonacci Sequence,https://www.lispworks.com/documentation/lw70/LW/html/lw-158.htm,www.lispworks.com,,non-VCS URL skipped under --origin-scope=vcs,languages/LispWorks/programs/bab8f73880109aba/manifest.json,languages/LispWorks/programs/bab8f73880109aba/code.lisp,languages/LispWorks/programs/bab8f73880109aba,bab8f73880109abae74776bcbc069593fe1e343f8366d4f6044a0611885e5f81,8551ff38e231567bff9a65d9e5ebcf0e3844446e,0f32416110e31f2565720d583d0c6414dc518c66,swh:1:cnt:0f32416110e31f2565720d583d0c6414dc518c66,swh:1:cnt:0f32416110e31f2565720d583d0c6414dc518c66,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-13T08:50:01Z
Liszt,Factorial Function,https://github.com/topics/franz-lisp,github.com,https://github.com/topics/franz-lisp,fallback: using original VCS-looking URL for origin lookup,languages/Liszt/programs/a4535849e63ea148ef85c55fe91f22fb7d2fe90c2408d6053377293a197c0cd1/manifest.json,languages/Liszt/programs/a4535849e63ea148ef85c55fe91f22fb7d2fe90c2408d6053377293a197c0cd1/code.lisp,languages/Liszt/programs/a4535849e63ea148ef85c55fe91f22fb7d2fe90c2408d6053377293a197c0cd1,a4535849e63ea148ef85c55fe91f22fb7d2fe90c2408d6053377293a197c0cd1,3692b5e2bcc26c8dc19a31965d1d2b9a076b9b25,96a22d33d64c197fb4c9fea2bc1d483837c67766,swh:1:cnt:96a22d33d64c197fb4c9fea2bc1d483837c67766,swh:1:cnt:96a22d33d64c197fb4c9fea2bc1d483837c67766,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T10:46:09Z
Lite-C,Hello World,https://en.wikipedia.org/wiki/Lite-C,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Lite-C/programs/aae7a517ff287558c97c266beb8600695df43ef300d6829627df35ce02a33a9d/manifest.json,languages/Lite-C/programs/aae7a517ff287558c97c266beb8600695df43ef300d6829627df35ce02a33a9d/code.c,languages/Lite-C/programs/aae7a517ff287558c97c266beb8600695df43ef300d6829627df35ce02a33a9d,aae7a517ff287558c97c266beb8600695df43ef300d6829627df35ce02a33a9d,2407ce6fea4939be880a1ce5a9912ffd3a51f654,abe8da130a6c5e0828d7de0bfed0693910be837e,swh:1:cnt:abe8da130a6c5e0828d7de0bfed0693910be837e,swh:1:cnt:abe8da130a6c5e0828d7de0bfed0693910be837e,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-10T15:16:06.909425Z
Lithe,Parallel Vector Addition,https://www.cs.cmu.edu/~scandal/cacm/node9.html,www.cs.cmu.edu,,non-VCS URL skipped under --origin-scope=vcs,languages/Lithe/programs/7ebfb1bf522e36c86fc17c9dbcb3d24ffe483ed6256b51b52051c82ae025c6f2/manifest.json,languages/Lithe/programs/7ebfb1bf522e36c86fc17c9dbcb3d24ffe483ed6256b51b52051c82ae025c6f2/code.lithe,languages/Lithe/programs/7ebfb1bf522e36c86fc17c9dbcb3d24ffe483ed6256b51b52051c82ae025c6f2,7ebfb1bf522e36c86fc17c9dbcb3d24ffe483ed6256b51b52051c82ae025c6f2,a546802abecb0b5b2b10fc562fcfa08ec41d898c,85eb6628d8ec6879e8cc7ea5ffc2eeb14e1d0bc5,swh:1:cnt:85eb6628d8ec6879e8cc7ea5ffc2eeb14e1d0bc5,swh:1:cnt:85eb6628d8ec6879e8cc7ea5ffc2eeb14e1d0bc5,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T10:30:00Z
Little Man Computer,Add Two Numbers,https://en.wikipedia.org/wiki/Little_man_computer,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Little Man Computer/programs/1a718d8458a995be343409bcb1935646bc6fe399a9ffb0d448bbbe57cd8dbd79/manifest.json,languages/Little Man Computer/programs/1a718d8458a995be343409bcb1935646bc6fe399a9ffb0d448bbbe57cd8dbd79/code.lmc,languages/Little Man Computer/programs/1a718d8458a995be343409bcb1935646bc6fe399a9ffb0d448bbbe57cd8dbd79,1a718d8458a995be343409bcb1935646bc6fe399a9ffb0d448bbbe57cd8dbd79,4069a5fd702bf1eb488d6af83082e504c2f6e50c,052e286a412e8402038973572854e8f663eb004b,swh:1:cnt:052e286a412e8402038973572854e8f663eb004b,swh:1:cnt:052e286a412e8402038973572854e8f663eb004b,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-12T13:04:58Z
Little Smalltalk,Factorial Example,https://github.com/crcx/littlesmalltalk,github.com,https://github.com/crcx/littlesmalltalk,direct origin lookup,languages/Little Smalltalk/programs/e0ef1d535e5364a8298cfd8425cded172031932594d84cc01e32cd82944acc9e/manifest.json,languages/Little Smalltalk/programs/e0ef1d535e5364a8298cfd8425cded172031932594d84cc01e32cd82944acc9e/code.st,languages/Little Smalltalk/programs/e0ef1d535e5364a8298cfd8425cded172031932594d84cc01e32cd82944acc9e,e0ef1d535e5364a8298cfd8425cded172031932594d84cc01e32cd82944acc9e,3e621fce57414c1277937aa442e791974ec87f90,51c7ff039c410bfa2507cd0bc262f34c87d4fa7d,swh:1:cnt:51c7ff039c410bfa2507cd0bc262f34c87d4fa7d,swh:1:cnt:51c7ff039c410bfa2507cd0bc262f34c87d4fa7d,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T18:39:29.729279Z
Little b,Enzyme Catalysis Model,https://github.com/Littleb-releases/littleb/blob/master/examples/enzyme-catalysis.lisp,github.com,https://github.com/Littleb-releases/littleb,heuristic: mapped GitHub URL to repository root,languages/Little b/programs/1ba1955ec74d0662341c1fe88ad7206c105ca8c8d2923d5a4ff7b4d71dc843f3/manifest.json,languages/Little b/programs/1ba1955ec74d0662341c1fe88ad7206c105ca8c8d2923d5a4ff7b4d71dc843f3/code.lisp,languages/Little b/programs/1ba1955ec74d0662341c1fe88ad7206c105ca8c8d2923d5a4ff7b4d71dc843f3,1ba1955ec74d0662341c1fe88ad7206c105ca8c8d2923d5a4ff7b4d71dc843f3,88cb9a5aadf8b8813a18f10f39409ede32b57d1d,b9c324305613d344393030d980852eb8c040b125,swh:1:cnt:b9c324305613d344393030d980852eb8c040b125,swh:1:cnt:b9c324305613d344393030d980852eb8c040b125,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T18:51:31Z
LiveCode,Simple Calculator,https://github.com/LiveCodeWorld/lcw_Script/blob/master/controllers/Global_Calculator.livecodescript,github.com,https://github.com/LiveCodeWorld/lcw_Script,heuristic: mapped GitHub URL to repository root,languages/LiveCode/programs/03ddaf061c9c379707f2769385b793bd0035e9ab0eb39214582116b54e945b46/manifest.json,languages/LiveCode/programs/03ddaf061c9c379707f2769385b793bd0035e9ab0eb39214582116b54e945b46/code.livecodescript,languages/LiveCode/programs/03ddaf061c9c379707f2769385b793bd0035e9ab0eb39214582116b54e945b46,03ddaf061c9c379707f2769385b793bd0035e9ab0eb39214582116b54e945b46,e683259057a1289a11982239f97496b5bd80f3e7,b4126f53e7e651943c6b33a9e62aac386ed31b99,swh:1:cnt:b4126f53e7e651943c6b33a9e62aac386ed31b99,swh:1:cnt:b4126f53e7e651943c6b33a9e62aac386ed31b99,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-22T12:41:19Z
LiveScript,FizzBuzz Example,http://livescript.net/,livescript.net,,non-VCS URL skipped under --origin-scope=vcs,languages/LiveScript/programs/6e9c609ec7d45aa78707b785b1b6f0e065c2d67eeb1ba98336615e6cf5813ff9/manifest.json,languages/LiveScript/programs/6e9c609ec7d45aa78707b785b1b6f0e065c2d67eeb1ba98336615e6cf5813ff9/code.ls,languages/LiveScript/programs/6e9c609ec7d45aa78707b785b1b6f0e065c2d67eeb1ba98336615e6cf5813ff9,6e9c609ec7d45aa78707b785b1b6f0e065c2d67eeb1ba98336615e6cf5813ff9,4c90bb345927d14926ac0760d62ec469b09a0b52,b6899768c14d76ffa054fbda780bf34ab6c6acca,swh:1:cnt:b6899768c14d76ffa054fbda780bf34ab6c6acca,swh:1:cnt:b6899768c14d76ffa054fbda780bf34ab6c6acca,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-29T08:48:36Z
Lobster,Conway's Game of Life in Lobster,https://github.com/aardappel/lobster/blob/master/samples/conway.lobster,github.com,https://github.com/aardappel/lobster,heuristic: mapped GitHub URL to repository root,languages/Lobster/programs/5b02d89631cea005d7aca8ed23e11cf7263cd0900a87ed0a036b28ab2291dcb5/manifest.json,languages/Lobster/programs/5b02d89631cea005d7aca8ed23e11cf7263cd0900a87ed0a036b28ab2291dcb5/code.lobster,languages/Lobster/programs/5b02d89631cea005d7aca8ed23e11cf7263cd0900a87ed0a036b28ab2291dcb5,5b02d89631cea005d7aca8ed23e11cf7263cd0900a87ed0a036b28ab2291dcb5,331b7b828b995397fabec682f4c74607a4421014,5ce0580007519c60ed36259e9da700342b9e7af5,swh:1:cnt:5ce0580007519c60ed36259e9da700342b9e7af5,swh:1:cnt:5ce0580007519c60ed36259e9da700342b9e7af5,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-22T12:38:28Z
Locomotive BASIC,Graphics and Fibonacci Demo,https://www.cpcwiki.eu/index.php/Programming:BASIC_Programming,www.cpcwiki.eu,,non-VCS URL skipped under --origin-scope=vcs,languages/Locomotive BASIC/programs/beaa24fcc211464e3c6d01d261b7212539bb43e862d05ee5350cd652f8969645/manifest.json,languages/Locomotive BASIC/programs/beaa24fcc211464e3c6d01d261b7212539bb43e862d05ee5350cd652f8969645/code.bas,languages/Locomotive BASIC/programs/beaa24fcc211464e3c6d01d261b7212539bb43e862d05ee5350cd652f8969645,beaa24fcc211464e3c6d01d261b7212539bb43e862d05ee5350cd652f8969645,40bb730c42745b008c7cf1ab981828ac84d34564,966268a8f5350c7a63d19e3f84a5a11b940b311b,swh:1:cnt:966268a8f5350c7a63d19e3f84a5a11b940b311b,swh:1:cnt:966268a8f5350c7a63d19e3f84a5a11b940b311b,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T14:30:00Z
LogQL,Error Log Filter and Format,https://grafana.com/docs/loki/latest/query/log_queries/,grafana.com,,non-VCS URL skipped under --origin-scope=vcs,languages/LogQL/programs/c06c118c1bcf6e760ee2373edd461a1f2fc140c33cb6174ef843faa16cc167b1/manifest.json,languages/LogQL/programs/c06c118c1bcf6e760ee2373edd461a1f2fc140c33cb6174ef843faa16cc167b1/code.logql,languages/LogQL/programs/c06c118c1bcf6e760ee2373edd461a1f2fc140c33cb6174ef843faa16cc167b1,c06c118c1bcf6e760ee2373edd461a1f2fc140c33cb6174ef843faa16cc167b1,7363ea9aca9aea550992a40c6eb76799857a835c,26a202e5a92776cab4417a02fa77ebc104ccfcfe,swh:1:cnt:26a202e5a92776cab4417a02fa77ebc104ccfcfe,swh:1:cnt:26a202e5a92776cab4417a02fa77ebc104ccfcfe,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-12T10:37:19.679384Z
Logica,Hello World,https://github.com/EvgSkv/logica,github.com,https://github.com/EvgSkv/logica,direct origin lookup,languages/Logica/programs/6acc0da75f18b4fb52698ecad43d7c5a69ae91fc07870af794b537f5b4bbb5da/manifest.json,languages/Logica/programs/6acc0da75f18b4fb52698ecad43d7c5a69ae91fc07870af794b537f5b4bbb5da/code.l,languages/Logica/programs/6acc0da75f18b4fb52698ecad43d7c5a69ae91fc07870af794b537f5b4bbb5da,6acc0da75f18b4fb52698ecad43d7c5a69ae91fc07870af794b537f5b4bbb5da,058f32058e3bf06d5e7224c16b71aa4a2f75dc8c,4d78b71803166327795c8f1dbe04e5489f9d3cda,swh:1:cnt:4d78b71803166327795c8f1dbe04e5489f9d3cda,swh:1:cnt:4d78b71803166327795c8f1dbe04e5489f9d3cda,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-13T15:59:53Z
Loglan,Factorial Function,https://loglan.org/,loglan.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Loglan/programs/c837f17027a9da23d91b3f41e8491a0fed89168286840b914112ac0fc95dff54/manifest.json,languages/Loglan/programs/c837f17027a9da23d91b3f41e8491a0fed89168286840b914112ac0fc95dff54/code.loglan,languages/Loglan/programs/c837f17027a9da23d91b3f41e8491a0fed89168286840b914112ac0fc95dff54,c837f17027a9da23d91b3f41e8491a0fed89168286840b914112ac0fc95dff54,7f0a529d0872c9f2f75e15491d25e9ecefaec148,17d5bf85a0e38e072b91a41d39e705c2d81c2563,swh:1:cnt:17d5bf85a0e38e072b91a41d39e705c2d81c2563,swh:1:cnt:17d5bf85a0e38e072b91a41d39e705c2d81c2563,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-11T00:00:00Z
Logo,Simple square drawing procedure,https://en.wikipedia.org/wiki/Logo_(programming_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Logo/programs/6fea0271347bc1fd0ef565a14d8c4766962a64a0d4a5b3be121817c18935edb7/manifest.json,languages/Logo/programs/6fea0271347bc1fd0ef565a14d8c4766962a64a0d4a5b3be121817c18935edb7/code.logo,languages/Logo/programs/6fea0271347bc1fd0ef565a14d8c4766962a64a0d4a5b3be121817c18935edb7,6fea0271347bc1fd0ef565a14d8c4766962a64a0d4a5b3be121817c18935edb7,2bc089e0d63938ce8b9bf043f7db95de251c9e38,a911502df3ac821beb86986396167e474ec6e525,swh:1:cnt:a911502df3ac821beb86986396167e474ec6e525,swh:1:cnt:a911502df3ac821beb86986396167e474ec6e525,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2025-10-23T07:11:57Z
